TF_Name,GSM_ID,Cluster_ID,Cluster_Type,TF_Count_in_Cluster,Single_ROC_AUC,MTL_ROC_AUC,Delta_ROC_AUC,Single_PR_AUC,MTL_PR_AUC,Delta_PR_AUC,Single_Accuracy,MTL_Accuracy,Delta_Accuracy,Single_Precision,MTL_Precision,Delta_Precision,Single_Recall,MTL_Recall,Delta_Recall,Single_F1,MTL_F1,Delta_F1,Single_MCC,MTL_MCC,Delta_MCC
ZNF566,GSM2466600,10302,MTL,21,0.965607210626186,0.9879388045540798,0.022331593927893745,0.865899750035282,0.9253468256245,0.059447075589218024,0.9191542288557214,0.9614427860696516,0.04228855721393021,0.9154929577464789,0.8251748251748252,-0.09031813257165366,0.5241935483870968,0.9516129032258064,0.42741935483870963,0.6666666666666666,0.8838951310861424,0.21722846441947574,0.655999166621303,0.8640633551200578,0.20806418849875485
ZNF567,GSM2466601,10304,MTL,20,0.9366340560549974,0.9399582819202068,0.003324225865209418,0.8166860834803529,0.8271606536166147,0.010474570136261852,0.9591761677087164,0.9547627804339832,-0.0044133872747331715,0.9421052631578948,0.9020618556701032,-0.04004340748779156,0.6415770609318996,0.6272401433691757,-0.014336917562723928,0.7633262260127932,0.7399577167019028,-0.023368509310890406,0.758284501827482,0.7302540935383954,-0.02803040828908654
ZNF569,GSM5213972,10314,MTL,7,0.9586034956969214,0.9698636619051844,0.011260166208262978,0.9134444321286482,0.9382012284650572,0.024756796336408926,0.8992603029235646,0.9253258189503346,0.026065516026769986,0.8045356371490281,0.8735362997658079,0.06900066261677984,0.8764705882352941,0.8776470588235294,0.0011764705882353343,0.838963963963964,0.8755868544600939,0.03662289049612988,0.7673500499167862,0.8222451452951386,0.054895095378352354
ZNF570,GSM2466602,10321,MTL,5,0.9091273456002915,0.8527236290763345,-0.05640371652395704,0.711698486292697,0.6418448149420821,-0.06985367135061493,0.9386281588447654,0.9386281588447654,0.0,0.7837837837837838,0.8620689655172413,0.07828518173345755,0.5272727272727272,0.4545454545454545,-0.07272727272727275,0.6304347826086957,0.5952380952380952,-0.035196687370600444,0.6123657234151523,0.5995191325658884,-0.012846590849263873
ZNF571,GSM2466603,10302,MTL,21,0.9433815296236795,0.9442740535189784,0.0008925238952989245,0.8684569008843932,0.868325908095289,-0.00013099278910422285,0.9118589743589743,0.9246794871794872,0.012820512820512886,0.7615384615384615,0.8877551020408163,0.12621664050235482,0.8048780487804879,0.7073170731707317,-0.09756097560975618,0.782608695652174,0.7873303167420814,0.0047216210899074795,0.7278236016785834,0.749350302583497,0.021526700904913598
ZNF572,GSM5215720,104,MTL,16,0.9601446666666666,0.9668865555555556,0.006741888888888936,0.952778241615826,0.9621145162452256,0.009336274629399566,0.8893333333333333,0.8976666666666666,0.008333333333333304,0.8435294117647059,0.8739811912225706,0.030451779457864703,0.956,0.9293333333333332,-0.026666666666666727,0.89625,0.9008077544426496,0.004557754442649609,0.785681823387693,0.79693323316254,0.011251409774846954
ZNF573,GSM2466604,10302,MTL,21,0.9445650689966605,0.8547814580664131,-0.08978361093024734,0.8378893816919016,0.57260950774163,-0.26527987395027164,0.9238134887593672,0.8659450457951707,-0.057868442964196465,0.9106382978723404,0.6607142857142857,-0.2499240121580547,0.5691489361702128,0.2952127659574468,-0.273936170212766,0.7004909983633388,0.4080882352941176,-0.29240276306922125,0.6834298967007454,0.3805014923816973,-0.3029284043190481
ZNF574,GSM5214932,119,MTL,2,0.9780952222222221,0.9812793333333334,0.0031841111111112763,0.976511358802256,0.9795213229164356,0.003009964114179531,0.92,0.9253333333333332,0.00533333333333319,0.9265402843601895,0.895046439628483,-0.03149384473170658,0.9123333333333333,0.9636666666666668,0.05133333333333345,0.9193819281155525,0.9280898876404494,0.008707959524896891,0.8400987640824078,0.8531777566412267,0.013078992558818947
ZNF577,GSM3402712,10333,MTL,2,0.9615616151993862,0.9722238760551454,0.010662260855759165,0.8840599181109707,0.9007675578822332,0.01670763977126244,0.952619589977221,0.9517084282460136,-0.0009111617312073106,0.8737201365187713,0.8488745980707395,-0.024845538448031834,0.7925696594427245,0.8173374613003096,0.024767801857585092,0.8311688311688312,0.832807570977918,0.0016387398090867977,0.804979596832164,0.8047948075158909,-0.00018478931627308182
ZNF578,GSM3402713,10309,MTL,12,0.9300258330430743,0.9503270250396688,0.020301191996594525,0.8065826079228136,0.8455940551401697,0.039011447217356165,0.9507042253521126,0.95962441314554,0.008920187793427403,0.8323353293413174,0.9166666666666666,0.08433133732534925,0.6435185185185185,0.6620370370370371,0.0185185185185186,0.7258485639686684,0.7688172043010753,0.04296864033240688,0.7062423873629082,0.7592165565484625,0.05297416918555431
ZNF57,GSM5215105,10323,MTL,5,0.919939907550077,0.928602465331279,0.008662557781201952,0.7418979083523998,0.7888195571352846,0.04692164878288485,0.898876404494382,0.9114825979720472,0.012606193477665228,0.8286384976525821,0.8286290322580645,-9.465394517627068e-06,0.5439137134052389,0.6332819722650231,0.08936825885978428,0.6567441860465116,0.7179039301310044,0.06115974408449276,0.6187294198872333,0.6749920473784047,0.05626262749117139
ZNF580,GSM2527559,15,MTL,2,0.966844888888889,0.9662696666666668,-0.0005752222222221715,0.9636951269746752,0.963138768090078,-0.0005563588845971523,0.9061666666666667,0.9038333333333334,-0.0023333333333332984,0.8949756888168557,0.8896751366999035,-0.00530055211695224,0.9203333333333333,0.922,0.0016666666666667052,0.9074774034511093,0.9055491897200852,-0.001928213731024031,0.812659591355071,0.8082002999366046,-0.00445929141846646
ZNF582,GSM2026852,10302,MTL,21,0.906541180877464,0.979538324671068,0.072997143793604,0.8465960552538255,0.9169011527081484,0.0703050974543229,0.9577114427860697,0.9477611940298508,-0.00995024875621886,0.96,0.92,-0.039999999999999925,0.7619047619047619,0.7301587301587301,-0.031746031746031744,0.8495575221238938,0.8141592920353983,-0.03539823008849552,0.8327957312757018,0.7913261556566219,-0.041469575619079935
ZNF583,GSM5214241,10321,MTL,5,0.9230739618831252,0.9242617695317432,0.0011878076486180333,0.917917987085338,0.9194410807274744,0.0015230936421364305,0.828576493529516,0.8521538734266974,0.02357737989718134,0.9047388781431335,0.8492462311557789,-0.055492646987354566,0.7084437712987505,0.8318818629307081,0.12343809163195762,0.7946485453387131,0.8404743687834736,0.045825823444760494,0.6656002121181155,0.7028717968791176,0.03727158476100212
ZNF584,GSM2825490,10303,MTL,21,0.9356482222222222,0.949501111111111,0.013852888888888804,0.9353601721462205,0.9523977472201852,0.01703757507396475,0.8591666666666666,0.875,0.015833333333333366,0.8415213946117274,0.9061371841155236,0.0646157895037962,0.885,0.8366666666666667,-0.04833333333333334,0.8627132412672623,0.8700173310225303,0.007304089755267973,0.7192940326247754,0.7522139312079781,0.032919898583202656
ZNF585A,GSM2466607,10320,MTL,5,0.8997611940298507,0.9148883706467662,0.015127176616915539,0.7944479519692995,0.8262288153832045,0.03178086341390496,0.8455304518664047,0.8683693516699411,0.022838899803536372,0.6862910008410429,0.8366834170854272,0.15039241624438426,0.7611940298507462,0.621268656716418,-0.1399253731343283,0.7218045112781954,0.7130620985010707,-0.00874241277712473,0.6168637064539819,0.6418133981682033,0.024949691714221345
ZNF586,GSM2026882,10318,MTL,6,0.993421180457059,0.9949420224526988,0.0015208419956398433,0.9887054501400363,0.9906382760579536,0.0019328259179173246,0.9819189268008166,0.984251968503937,0.002333041703120431,0.9541984732824428,0.96640826873385,0.012209795451407213,0.9664948453608248,0.963917525773196,-0.002577319587628746,0.9603072983354674,0.9651612903225808,0.0048539919871134485,0.9486335698895608,0.9549893160040474,0.006355746114486527
ZNF587,GSM2466608,10318,MTL,6,0.9424887433483421,0.9780164214683008,0.03552767811995872,0.8852428424653483,0.9212490553470594,0.03600621288171102,0.9473684210526315,0.9645042839657284,0.017135862913096878,0.9222222222222223,0.875,-0.047222222222222276,0.6974789915966386,0.8823529411764706,0.18487394957983194,0.7942583732057417,0.8786610878661087,0.08440271466036708,0.7745582104179861,0.8578832865567368,0.08332507613875073
ZNF589,GSM2563966,99,MTL,6,1.0,1.0,0.0,1.0,1.0,0.0,0.8333333333333334,1.0,0.16666666666666663,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
